"cod_modelo_color","cod_color_code","des_color_specification_esp","des_agrup_color_eng","des_sex","des_age","des_line","des_fabric","des_product_category","des_product_aggregated_family","des_product_family","des_product_type","des_filename"
"53003794-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_53003794_99.jpg"
"57027690-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_57027690_TM.jpg"
"57020041-88","88","FUCSIA","PINK","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2023_57020041_88.jpg"
"47047832-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Shoulder bag","datathon/images/2023_47047832_08.jpg"
"47037841-52","52","AZUL","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2023_47037841_52.jpg"
"57050086-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Belt","datathon/images/2023_57050086_99.jpg"
"57020256-05","05","CRUDO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57020256_05.jpg"
"57010260-09","09","CAMEL","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2023_57010260_09.jpg"
"57095134-30","30","MARRON","BROWN","Female","Adult","SHE","O-POLIPIEL","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_57095134_30.jpg"
"57082523-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57082523_PL.jpg"
"57001065-56","56","NAVY","BLUE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57001065_56.jpg"
"57004770-70","70","ROJO","RED","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Kerchief","datathon/images/2023_57004770_70.jpg"
"57065970-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2023_57065970_99.jpg"
"57045795-08","08","BEIGE","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57045795_08.jpg"
"57036715-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57036715_99.jpg"
"57086309-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Ankle Boots","datathon/images/2023_57086309_99.jpg"
"57027718-08","08","BEIGE","WHITE","Female","Adult","SHE","K-CIRCULAR","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57027718_08.jpg"
"57085146-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Trainers","datathon/images/2023_57085146_08.jpg"
"57036017-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57036017_99.jpg"
"57057727-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_57057727_30.jpg"
"57008278-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Shoulder bag","datathon/images/2023_57008278_99.jpg"
"57039114-52","52","AZUL","BLUE","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57039114_52.jpg"
"57038277-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57038277_99.jpg"
"57097739-05","05","CRUDO","WHITE","Female","Adult","SHE","L-PIEL","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2023_57097739_05.jpg"
"41085789-92","92","GRIS","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2019_41085789_92.jpg"
"43015821-TC","TC","TEJANO CLARO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_43015821_TC.jpg"
"53090528-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Foulard","datathon/images/2019_53090528_99.jpg"
"53010573-TC","TC","TEJANO CLARO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_53010573_TC.jpg"
"53080687-14","14","LIMA","YELLOW","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2019_53080687_14.jpg"
"51023700-69","69","MARINO","BLUE","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Trenchcoats","Trenchcoat","datathon/images/2019_51023700_69.jpg"
"53053029-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_53053029_56.jpg"
"53070830-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_53070830_OR.jpg"
"53090880-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_53090880_02.jpg"
"53003721-83","83","ROSA PALO","PINK","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53003721_83.jpg"
"51073735-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Leggings and joggers","Leggings","datathon/images/2019_51073735_99.jpg"
"51023749-45","45","AGUA","GREEN","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51023749_45.jpg"
"51085724-79","79","CALDERO","RED","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_51085724_79.jpg"
"53010992-37","37","KHAKI","BROWN","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53010992_37.jpg"
"53005774-01","01","BLANCO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53005774_01.jpg"
"53045769-06","06","PIEDRA","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_53045769_06.jpg"
"53005786-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53005786_99.jpg"
"53195802-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53195802_99.jpg"
"57025923-09","09","CAMEL","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Hairclip","datathon/images/2019_57025923_09.jpg"
"57026304-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57026304_02.jpg"
"57045938-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57045938_99.jpg"
"57025943-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57025943_99.jpg"
"57007704-20","20","NARANJA","ORANGE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57007704_20.jpg"
"47050017-07","07","ARENA","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_47050017_07.jpg"
"47052524-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Trainers","datathon/images/2023_47052524_08.jpg"
"57020028-70","70","ROJO","RED","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Kerchief","datathon/images/2023_57020028_70.jpg"
"57050032-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Crossbody bag","datathon/images/2023_57050032_99.jpg"
"57093721-09","09","CAMEL","WHITE","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Trenchcoats","Trenchcoat","datathon/images/2023_57093721_09.jpg"
"57041025-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Case","datathon/images/2023_57041025_99.jpg"
"57020266-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57020266_05.jpg"
"57040291-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57040291_TM.jpg"
"57074007-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57074007_99.jpg"
"47088644-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","Bodysuits","Bodysuit","datathon/images/2023_47088644_99.jpg"
"57044015-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57044015_05.jpg"
"57005976-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57005976_TN.jpg"
"57065793-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57065793_05.jpg"
"57025982-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57025982_99.jpg"
"57005804-43","43","VERDE","GREEN","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57005804_43.jpg"
"57006001-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57006001_05.jpg"
"57065976-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57065976_02.jpg"
"57087715-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57087715_43.jpg"
"57026006-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57026006_PL.jpg"
"57033820-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57033820_02.jpg"
"57079099-91","91","GRIS CLARO VIGORE","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57079099_91.jpg"
"57079101-95","95","ANTRACITA","GREY","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57079101_95.jpg"
"53040520-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2019_53040520_99.jpg"
"53080710-05","05","CRUDO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Glasses","datathon/images/2019_53080710_05.jpg"
"43017813-02","02","OFFWHITE","WHITE","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_43017813_02.jpg"
"51013728-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51013728_30.jpg"
"51063734-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51063734_99.jpg"
"53090662-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Glasses","datathon/images/2019_53090662_32.jpg"
"51083738-94","94","GRIS MEDIO VIGORE","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51083738_94.jpg"
"53095759-49","49","BOTELLA","GREEN","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53095759_49.jpg"
"51005037-20","20","NARANJA","ORANGE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_51005037_20.jpg"
"53085772-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2019_53085772_02.jpg"
"53087021-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_53087021_01.jpg"
"53047022-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_53047022_01.jpg"
"53017026-07","07","ARENA","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53017026_07.jpg"
"57007691-52","52","AZUL","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57007691_52.jpg"
"57099203-53","53","ELECTRICO","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57099203_53.jpg"
"57067891-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_57067891_99.jpg"
"57079403-92","92","GRIS","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Beanie","datathon/images/2019_57079403_92.jpg"
"47022883-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Crossbody bag","datathon/images/2023_47022883_99.jpg"
"57040028-11","11","AMARILLO PASTEL","YELLOW","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Foulard","datathon/images/2023_57040028_11.jpg"
"47087828-04","04","MARFIL","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2023_47087828_04.jpg"
"57042001-85","85","ROSA","PINK","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57042001_85.jpg"
"57000254-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57000254_05.jpg"
"57092510-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Card holder","datathon/images/2023_57092510_99.jpg"
"57040251-50","50","CELESTE","BLUE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57040251_50.jpg"
"57050336-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57050336_OR.jpg"
"57040812-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57040812_99.jpg"
"47087851-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_47087851_OR.jpg"
"57001059-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57001059_01.jpg"
"57002541-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57002541_PL.jpg"
"57023805-35","35","TOPO","BROWN","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57023805_35.jpg"
"57044410-TO","TO","TEJANO OSCURO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57044410_TO.jpg"
"57015965-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57015965_99.jpg"
"57086713-92","92","GRIS","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57086713_92.jpg"
"57037712-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Boots","datathon/images/2023_57037712_99.jpg"
"57075979-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57075979_05.jpg"
"57005803-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57005803_05.jpg"
"57033814-76","76","GRANATE","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57033814_76.jpg"
"57005150-56","56","NAVY","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Case","datathon/images/2023_57005150_56.jpg"
"57091175-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2023_57091175_PL.jpg"
"57047720-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2023_57047720_99.jpg"
"57056012-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_57056012_99.jpg"
"57064434-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Bermudas","datathon/images/2023_57064434_05.jpg"
"57034434-52","52","AZUL","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57034434_52.jpg"
"57007748-56","56","NAVY","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57007748_56.jpg"
"57027739-20","20","NARANJA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Scarf","datathon/images/2023_57027739_20.jpg"
