"cod_outfit","cod_modelo_color"
408,"53073772-80"
408,"53033766-OR"
408,"51073744-99"
408,"53083025-02"
408,"53000995-99"
419,"57075781-99"
419,"53003736-05"
419,"57005952-PL"
419,"51045027-49"
419,"51075026-49"
419,"57005937-OR"
724,"57075781-99"
724,"53003778-OR"
724,"53090529-99"
724,"51090908-76"
735,"57075781-99"
735,"53050873-TM"
735,"53090751-OR"
735,"53040541-TC"
735,"53003794-02"
745,"57075781-99"
745,"53053793-OR"
745,"57095920-OR"
745,"53043777-CU"
745,"53005028-79"
783,"57075781-99"
783,"53005787-30"
783,"57005529-99"
783,"57005930-OR"
783,"57005911-94"
878,"57075781-99"
878,"53030812-OR"
878,"53013752-79"
878,"53040586-TA"
906,"57075781-99"
906,"53003778-OR"
906,"57075783-30"
906,"57035939-DO"
906,"53015710-17"
906,"53045774-56"
906,"53083750-30"
916,"57075781-99"
916,"53015738-50"
916,"57005940-OR"
916,"53080930-99"
1139,"57075781-99"
1139,"57015932-CU"
1139,"57034381-33"
1139,"53025778-31"
1139,"57025909-32"
1139,"57024380-OR"
1304,"57075781-99"
1304,"53033778-52"
1304,"57005930-OR"
1304,"57015550-50"
1304,"57055918-OR"
1312,"57075781-99"
1312,"53070602-01"
1312,"53080547-02"
1312,"53033792-02"
1312,"53043786-PL"
1332,"57075781-99"
1332,"53083025-02"
1332,"53040604-CU"
1332,"57025908-17"
1332,"53035736-32"
1934,"57075781-99"
1934,"51005038-02"
1934,"53021098-OR"
1934,"57006705-99"
1934,"53055714-17"
1934,"53065742-99"
1934,"53065751-99"
1940,"57075781-99"
1940,"53023028-99"
1940,"57005937-OR"
1940,"51063787-01"
1940,"57027691-TO"
1940,"53005739-99"
1940,"53013756-99"
1940,"57065917-99"
1940,"53055738-99"
1940,"53065774-08"
2137,"57075781-99"
2137,"53095779-30"
2137,"57095920-OR"
2137,"53043777-CU"
2137,"53075750-14"
2144,"57075781-99"
2144,"53020588-99"
2144,"53031097-OR"
2144,"53075775-37"
2146,"57075781-99"
2146,"53090636-99"
2146,"53040604-CU"
2146,"53057015-99"
2146,"53075778-99"
2351,"57075781-99"
2351,"53003778-OR"
2351,"53040604-CU"
2351,"53057015-99"
2351,"53085777-02"
2506,"57075781-99"
2506,"53003751-99"
2506,"43057761-37"
2506,"57005937-OR"
2506,"53023736-TN"
2506,"53095018-99"
2574,"57075781-99"
2574,"53073754-OR"
2574,"53063037-OR"
2574,"53045776-32"
2574,"53955035-76"
2934,"57075781-99"
2934,"53063765-99"
2934,"53021099-OR"
2934,"53031097-OR"
2934,"57015922-OR"
2934,"53085759-01"
2934,"53090636-99"
2934,"57064001-02"
2934,"57085938-10"
2934,"57004753-09"
3050,"57075781-99"
3050,"51025030-30"
3050,"57005930-OR"
3050,"57005907-99"
3050,"53075739-99"
3053,"57075781-99"
3053,"53093764-05"
3053,"53020885-05"
3053,"57005930-OR"
3053,"57005911-94"
3169,"57075781-99"
3169,"57045924-99"
3169,"53000765-OR"
3169,"57064001-37"
3169,"57007688-37"
3199,"57075781-99"
3199,"53050873-TM"
3199,"53073726-OR"
3199,"57075936-99"
3199,"57007709-99"
3279,"57075781-99"
3279,"53021098-OR"
3279,"53025026-52"
3279,"53043777-CU"
3279,"57007896-09"
3279,"53110889-99"
3285,"57075781-99"
3285,"53080547-TN"
3285,"53025778-31"
3285,"51095024-30"
3285,"53073726-OR"
3285,"57007901-99"
3627,"57075781-99"
3627,"53003778-OR"
3627,"51030703-05"
3627,"53050518-99"
3627,"53110680-99"
3627,"57014001-01"
3748,"57075781-99"
3748,"57015932-CU"
3748,"57034381-33"
3748,"53025778-31"
3748,"57025909-32"
3748,"57024380-OR"
3760,"57075781-99"
3760,"53000759-99"
3760,"57064001-37"
3760,"57015948-05"
4165,"57075781-99"
4165,"57064001-TN"
4165,"53031097-OR"
4165,"53013792-99"
4165,"57025786-99"
4205,"57075781-99"
4205,"53021098-OR"
4205,"57025921-OR"
4205,"53050625-99"
4205,"53065742-99"
4205,"53065751-99"
4273,"57075781-99"
4273,"57085919-99"
4273,"57047881-OR"
4273,"57064001-37"
4273,"57026713-82"
4287,"57075781-99"
4287,"53021098-OR"
4287,"53015742-09"
4287,"57027689-76"
4299,"57075781-99"
4299,"57005939-OR"
4299,"53060585-99"
4299,"57027704-99"
4667,"57075781-99"
4667,"53003778-OR"
4667,"51065775-09"
4667,"53045776-32"
4667,"57035925-15"
5871,"57075781-99"
5871,"53083780-99"
5871,"51005750-99"
5871,"53031097-OR"
5871,"57054384-37"
5985,"57075781-99"
5985,"53080920-99"
5985,"53000586-TN"
5985,"53040548-99"
5985,"53000762-OR"
5985,"57055933-99"
5990,"57075781-99"
5990,"53021098-OR"
5990,"57006704-32"
5990,"57035939-DO"
5990,"53005741-09"
5990,"57087691-TO"
5990,"57055941-94"
6167,"57075781-99"
6167,"51065030-05"
6167,"53053793-OR"
6167,"53060585-99"
6167,"57059204-99"
6393,"57075781-99"
6393,"57065904-99"
6393,"53023772-99"
6393,"57024380-OR"
6408,"57075781-99"
6408,"57006707-99"
6408,"53021098-OR"
6408,"51073785-99"
6408,"53015745-05"
6408,"57065925-99"
6763,"57075781-99"
6763,"57015932-CU"
6763,"57065904-99"
6763,"57005529-99"
6763,"57024380-OR"
6817,"57075781-99"
6817,"53040604-CU"
6817,"57075931-09"
6817,"57004005-15"
6882,"57075781-99"
6882,"53021099-OR"
6882,"53080920-99"
6882,"57007894-05"
6882,"57077655-37"
7254,"57075781-99"
7254,"53003778-OR"
7254,"57075783-30"
7254,"53025778-31"
7254,"57087650-95"
7602,"57075781-99"
7602,"53103798-OR"
7602,"57065904-30"
7602,"57095902-33"
7615,"57075781-99"
7615,"53021099-OR"
7615,"53080920-99"
7615,"57095930-99"
7756,"57075781-99"
7756,"53053793-OR"
7756,"53033771-99"
7756,"57097877-99"
258,"57085919-99"
258,"53073754-OR"
258,"53021099-OR"
258,"51045733-99"
258,"53055750-92"
258,"53010619-94"
258,"53025026-92"
262,"57085919-99"
262,"53073754-OR"
262,"53065769-99"
262,"53005774-01"
262,"51045751-92"
262,"51085028-99"
1091,"57085919-99"
1091,"53095770-52"
1091,"51075762-05"
1091,"53023783-35"
1091,"53093715-06"
1100,"57085919-99"
1100,"51015766-92"
1100,"53025016-08"
1100,"53095770-52"
1205,"57085919-99"
1205,"57095920-OR"
1205,"53095026-99"
1205,"53030677-32"
1912,"57085919-99"
1912,"53031097-OR"
1912,"53063786-99"
1912,"53000674-99"
1949,"57085919-99"
1949,"57005952-PL"
1949,"53025026-92"
1949,"57005509-99"
1949,"57029206-99"
1949,"53067659-99"
1949,"57089204-99"
1949,"53075744-99"
2322,"57085919-99"
2322,"51070902-99"
2322,"53080778-99"
2322,"57005952-PL"
2322,"53083788-99"
2861,"57085919-99"
2861,"53073754-OR"
2861,"53021099-OR"
2861,"57006705-99"
2861,"57004004-37"
3152,"57085919-99"
3152,"53021099-OR"
3152,"57065784-02"
3152,"53080547-02"
3152,"57007109-06"
3283,"57085919-99"
3283,"53021099-OR"
3283,"53017024-TN"
3283,"57007899-99"
3352,"57085919-99"
3352,"57085938-10"
3352,"57009207-94"
3352,"53093785-OR"
3892,"57085919-99"
3892,"57006707-99"
3892,"53021099-OR"
3892,"57018255-02"
3893,"57085919-99"
3893,"57006707-99"
3893,"53021099-OR"
3893,"57018255-05"
4033,"57085919-99"
4033,"57095920-OR"
4033,"53095026-99"
4033,"57022501-32"
4137,"57085919-99"
4137,"53073754-OR"
4137,"57005952-PL"
4137,"53000586-TN"
4137,"57005509-99"
4137,"57024756-PL"
4742,"57085919-99"
4742,"53021099-OR"
4742,"53075776-CG"
4742,"53055731-09"
4742,"57037699-17"
6402,"57085919-99"
6402,"53071140-23"
6402,"57005937-OR"
6402,"57065918-37"
6402,"57075904-02"
7182,"57085919-99"
7182,"53053714-06"
7182,"57025923-09"
7182,"53055708-09"
7321,"57085919-99"
7321,"53023770-04"
7321,"53025016-08"
7321,"57087880-99"
7606,"57085919-99"
7606,"53045763-99"
7606,"57005937-OR"
7606,"57095918-37"
7755,"57085919-99"
7755,"57085938-10"
7755,"57047652-OR"
7755,"57024380-OR"
7755,"57097877-49"
7787,"57085919-99"
7787,"53021099-OR"
7787,"53065776-99"
7787,"57099075-99"
7837,"57085919-99"
7837,"53021099-OR"
7837,"53063786-99"
7837,"57965908-99"
43,"51005038-02"
43,"51025030-30"
43,"53005032-05"
43,"53093739-99"
43,"53023748-99"
43,"57015905-32"
43,"53103798-OR"
130,"51005038-02"
130,"51025030-30"
130,"53005032-05"
130,"53093739-99"
130,"53023748-99"
130,"57015905-32"
130,"53103798-OR"
746,"51005038-02"
746,"51025030-30"
746,"53005032-05"
746,"53093739-99"
746,"53023748-99"
746,"57015905-32"
746,"53103798-OR"
782,"51005038-02"
782,"53021099-OR"
782,"57065943-99"
782,"57027691-TO"
782,"53005786-30"
782,"53031046-99"
1945,"51005038-02"
1945,"51065030-05"
1945,"53003766-OR"
1945,"57065939-99"
1945,"53067018-02"
2578,"51005038-02"
2578,"53023748-99"
2578,"53043747-99"
2578,"53090529-99"
2578,"57064001-02"
2578,"57005933-OR"
2578,"53985035-37"
3195,"51005038-02"
3195,"53087684-32"
3195,"57027691-TO"
3195,"57007705-92"
3866,"51005038-02"
3866,"57017880-32"
3866,"53023736-TN"
3866,"53023759-32"
4201,"51005038-02"
4201,"57025908-17"
4201,"57019028-99"
6117,"51005038-02"
6117,"53075713-94"
6117,"53075713-99"
6117,"57087691-TM"
6117,"57027691-TO"
6117,"57005926-OR"
6117,"57017883-69"
6117,"57057883-69"
6117,"43095817-99"
6117,"57084379-78"
7194,"51005038-02"
7194,"51073785-99"
7194,"53003742-TO"
7194,"57085941-CU"
7194,"57057882-08"
85,"53005032-05"
85,"51015740-99"
85,"57065943-99"
85,"67040592-08"
85,"57047881-OR"
85,"57015922-OR"
771,"53005032-05"
771,"53063776-02"
771,"57005506-80"
771,"53005770-05"
771,"53030577-02"
926,"53005032-05"
926,"53090733-99"
926,"53033778-50"
926,"53055731-09"
926,"53015747-05"
1927,"53005032-05"
1927,"53065762-05"
1927,"53043777-CU"
1927,"53067018-02"
1927,"53065735-30"
1927,"57019028-30"
1948,"53005032-05"
1948,"57005506-80"
1948,"53030812-OR"
1948,"53093777-17"
1948,"53093782-CU"
1948,"53045023-20"
1948,"53067659-34"
2547,"53005032-05"
2547,"53075779-99"
2547,"53023716-99"
2547,"51035023-05"
2547,"53005032-TN"
2547,"57085902-18"
2547,"53075744-02"
2547,"53097656-17"
3177,"53005032-05"
3177,"53021098-OR"
3177,"53095770-52"
3177,"53070521-99"
3177,"57007693-52"
3274,"53005032-05"
3274,"53071028-30"
3274,"53055714-06"
3274,"57037698-02"
3274,"57007891-05"
3729,"53005032-05"
3729,"57015902-31"
3729,"53005787-30"
3729,"57037880-OR"
3729,"57037688-02"
5457,"53005032-05"
5457,"53073754-OR"
5457,"53021098-OR"
5457,"57085938-10"
5457,"53041096-OR"
5457,"57047894-99"
6412,"53005032-05"
6412,"53095770-01"
6412,"57005933-OR"
6412,"53060712-03"
6412,"57065935-95"
7185,"53005032-05"
7185,"53090733-99"
7185,"53003766-OR"
7185,"53033761-99"
7185,"57085925-43"
7827,"53005032-05"
7827,"57015922-OR"
7827,"53021098-OR"
7827,"53013749-99"
7827,"57065939-99"
7827,"57909066-99"
190,"53093739-99"
190,"57015905-32"
190,"51035026-30"
190,"53075708-08"
190,"57017699-08"
190,"53095779-30"
403,"53093739-99"
403,"51070902-99"
403,"53020588-99"
403,"51073736-92"
403,"53040548-99"
686,"53093739-99"
686,"53083715-05"
686,"53003727-07"
739,"53093739-99"
739,"53000586-TC"
739,"53003795-52"
739,"53070530-07"
755,"53093739-99"
755,"53003778-OR"
755,"53045776-32"
755,"51085752-32"
755,"53005740-92"
755,"57094377-09"
1496,"53093739-99"
1496,"53013793-99"
1496,"51030703-05"
1496,"53013757-OR"
1496,"53045718-06"
1505,"53093739-99"
1505,"53003778-OR"
1505,"53045776-32"
1505,"53045761-TG"
1505,"53057015-99"
1563,"53093739-99"
1563,"53023757-99"
1563,"53003773-OR"
1563,"53050625-28"
1565,"53093739-99"
1565,"53023757-99"
1565,"53003773-OR"
1565,"53050625-CU"
1689,"53093739-99"
1689,"53053793-OR"
1689,"53030812-OR"
1689,"53081115-99"
1689,"53091115-99"
1703,"53093739-99"
1703,"57005952-PL"
1703,"53080920-99"
1703,"53090529-99"
1703,"53050873-TN"
1703,"53055711-99"
2110,"53093739-99"
2110,"53050683-92"
2110,"53013757-OR"
2110,"53050873-TN"
2110,"53073776-99"
2308,"53093739-99"
2308,"53020588-99"
2308,"53030888-05"
2308,"53083752-70"
2542,"53093739-99"
2542,"57015905-32"
2542,"53103798-OR"
2542,"53015772-30"
2542,"51035026-30"
2542,"53095779-30"
2983,"53093739-99"
2983,"53023748-99"
2983,"53021099-OR"
2983,"57005653-92"
2983,"57025909-32"
3183,"53093739-99"
3183,"57005933-OR"
3183,"51085028-99"
3183,"53070521-92"
3183,"57007696-06"
3193,"53093739-99"
3193,"53080920-99"
3193,"53135025-99"
3193,"53073726-OR"
3193,"57037689-38"
3193,"57007704-20"
3730,"53093739-99"
3730,"57015905-32"
3730,"53103798-OR"
3730,"53015772-30"
3730,"51035026-30"
3730,"53095779-30"
5450,"53093739-99"
5450,"53020589-99"
5450,"53090529-99"
5450,"57035939-DO"
5450,"57047884-02"
5981,"53093739-99"
5981,"53083725-01"
5981,"53025023-TG"
5981,"57055924-05"
5981,"53090529-91"
7623,"53093739-99"
7623,"53040541-05"
7623,"53050873-TM"
7623,"53070521-92"
7623,"57095937-99"
6948,"53023748-99"
6948,"57015905-32"
6948,"57047881-OR"
6948,"53025026-TM"
6948,"57057700-99"
6948,"57005939-OR"
6948,"57078629-99"
7132,"53023748-99"
7132,"53090733-99"
7132,"57005133-99"
7132,"53003781-OR"
7132,"57085130-99"
7502,"53023748-99"
7502,"53021099-OR"
7502,"57007587-99"
7502,"53010582-TU"
7502,"57094381-85"
3362,"57015905-32"
3362,"57015932-CU"
3362,"53021098-OR"
3362,"57085938-10"
3362,"57009215-05"
3362,"57097881-OR"
4266,"57015905-32"
4266,"57006704-32"
4266,"53005760-92"
4266,"57026708-05"
4266,"53015738-02"
4294,"57015905-32"
4294,"53021098-OR"
4294,"53005741-09"
4294,"57037512-CG"
4294,"57027699-08"
4341,"57015905-32"
4341,"53025778-31"
4341,"53013752-79"
4341,"57027883-OR"
5384,"57015905-32"
5384,"57007587-99"
5384,"57075782-CG"
5384,"57005933-OR"
5384,"57087880-99"
5384,"57047650-91"
6800,"57015905-32"
6800,"57005506-80"
6800,"53087684-32"
6800,"57065921-30"
6800,"57037879-OR"
6800,"57006709-06"
6800,"57075908-31"
46,"53103798-OR"
46,"51005042-99"
46,"53073709-99"
46,"53063765-99"
46,"57025939-99"
79,"53103798-OR"
79,"51015719-09"
79,"53073755-79"
79,"53083713-05"
79,"53023770-04"
79,"53043746-32"
81,"53103798-OR"
81,"57006707-99"
81,"53013773-99"
81,"51015719-99"
81,"53003729-05"
81,"51080862-99"
117,"53103798-OR"
117,"51023739-99"
117,"53063745-07"
117,"53075776-CG"
117,"53060637-30"
134,"53103798-OR"
134,"53023770-04"
134,"51025722-05"
134,"53015776-07"
134,"53020884-01"
134,"53090591-12"
551,"53103798-OR"
551,"57015932-CU"
551,"57075782-CG"
551,"53055714-06"
551,"57035939-DO"
551,"51095024-30"
900,"53103798-OR"
900,"53083024-07"
900,"53015024-05"
900,"53015025-02"
900,"53065735-02"
901,"53103798-OR"
901,"53083024-07"
901,"53015024-05"
901,"53015025-02"
901,"53065735-02"
920,"53103798-OR"
920,"53015744-09"
920,"53061101-62"
920,"53015772-30"
920,"57095919-61"
1064,"53103798-OR"
1064,"53063757-50"
1064,"53090614-02"
1064,"53023714-70"
1072,"53103798-OR"
1072,"53005769-05"
1072,"53060637-30"
1072,"53023736-07"
1072,"53083024-07"
1111,"53103798-OR"
1111,"53063765-99"
1111,"57025939-99"
1111,"53025037-37"
1111,"53020894-02"
1348,"53103798-OR"
1348,"57025939-99"
1348,"53080778-99"
1348,"53031097-OR"
1348,"53083774-99"
1348,"53037019-37"
1485,"53103798-OR"
1485,"53083780-99"
1485,"57064001-37"
1485,"53010619-02"
1485,"53083770-99"
1485,"53045024-37"
1642,"53103798-OR"
1642,"53000759-99"
1642,"53010582-TO"
1642,"53053029-56"
1642,"53060547-52"
1704,"53103798-OR"
1704,"57015932-CU"
1704,"57075782-CG"
1704,"53055714-06"
1704,"57035939-DO"
1704,"51095024-30"
1714,"53103798-OR"
1714,"53045718-17"
1714,"51030857-20"
1714,"57006705-99"
1714,"53040723-99"
1714,"53055736-92"
1813,"53103798-OR"
1813,"53020894-02"
1813,"53000586-TM"
1813,"53060749-30"
1891,"53103798-OR"
1891,"53043747-99"
1891,"53063755-02"
1891,"53083025-02"
1891,"53195802-99"
1898,"53103798-OR"
1898,"53063765-99"
1898,"57025939-99"
1898,"53025037-37"
1898,"53020894-02"
1917,"53103798-OR"
1917,"53093047-99"
1917,"53013773-99"
1917,"53040548-99"
1917,"51073744-99"
1917,"53065019-99"
1943,"53103798-OR"
1943,"57095923-CU"
1943,"57095920-OR"
1943,"57075783-30"
1943,"53065781-08"
1943,"53095780-08"
1962,"53103798-OR"
1962,"53000588-02"
1962,"53040541-05"
1962,"53070530-07"
2100,"53103798-OR"
2100,"53031097-OR"
2100,"53043747-99"
2100,"53020894-02"
2100,"53073766-99"
2100,"53045024-37"
2280,"53103798-OR"
2280,"53023770-04"
2280,"53090850-30"
2280,"53083711-06"
2316,"53103798-OR"
2316,"57025939-99"
2316,"53080778-99"
2316,"53031097-OR"
2316,"53083774-99"
2316,"53037019-37"
2479,"53103798-OR"
2479,"53020589-99"
2479,"53000586-TC"
2479,"57006706-99"
2479,"53093730-91"
2481,"53103798-OR"
2481,"53043746-32"
2481,"53093741-CU"
2481,"53085022-20"
2544,"53103798-OR"
2544,"57095923-CU"
2544,"57095920-OR"
2544,"57075783-30"
2544,"53065781-08"
2544,"53095780-08"
2549,"53103798-OR"
2549,"57006707-99"
2549,"53093764-05"
2549,"53083765-05"
2549,"53050805-99"
2549,"53097657-99"
2959,"53103798-OR"
2959,"53083780-99"
2959,"53083770-99"
2959,"53073766-99"
2959,"57005129-OR"
2979,"53103798-OR"
2979,"57095923-CU"
2979,"57095920-OR"
2979,"51065031-05"
2979,"57075783-30"
2979,"57005550-05"
3124,"53103798-OR"
3124,"53095770-52"
3124,"53020686-TM"
3124,"57006308-85"
4617,"53103798-OR"
4617,"53083765-05"
4617,"57005506-80"
4617,"57035785-06"
4673,"53103798-OR"
4673,"57015932-CU"
4673,"57075782-CG"
4673,"53055714-06"
4673,"57035939-DO"
4673,"51095024-30"
5505,"53103798-OR"
5505,"51075736-99"
5505,"53013792-99"
5505,"53095013-99"
5505,"67050548-48"
5505,"57049206-08"
5984,"53103798-OR"
5984,"57065921-30"
5984,"53020686-TC"
5984,"53070809-92"
5984,"57055930-36"
7601,"53103798-OR"
7601,"53050683-92"
7601,"53020583-92"
7601,"57095902-15"
1513,"51065030-05"
1513,"53033775-OR"
1513,"53030570-02"
1513,"53045775-02"
1513,"57025904-15"
2147,"51065030-05"
2147,"53075779-99"
2147,"53040541-05"
2147,"53110680-99"
2147,"57037698-02"
3141,"51065030-05"
3141,"57047881-OR"
3141,"57085938-10"
3141,"57057891-99"
3141,"57006715-02"
3168,"51065030-05"
3168,"57015932-CU"
3168,"57047881-OR"
3168,"57005506-80"
3168,"57007688-06"
3891,"51065030-05"
3891,"53000765-OR"
3891,"57006704-32"
3891,"53003753-CU"
3891,"57017902-08"
3897,"51065030-05"
3897,"57015932-CU"
3897,"53065762-05"
3897,"57017880-32"
3897,"57018261-08"
3897,"53015742-09"
4400,"51065030-05"
4400,"53021098-OR"
4400,"57085938-10"
4400,"53050575-CU"
4400,"57029218-41"
4745,"51065030-05"
4745,"57035910-99"
4745,"57037701-70"
4746,"51065030-05"
4746,"53073754-OR"
4746,"53095770-01"
4746,"53021098-OR"
4746,"53041096-OR"
4746,"57037702-43"
5386,"51065030-05"
5386,"53095770-01"
5386,"57005933-OR"
5386,"53013756-08"
5386,"57047655-02"
5456,"51065030-05"
5456,"53021098-OR"
5456,"57005506-80"
5456,"57065921-30"
5456,"57047892-94"
715,"57015932-CU"
715,"53003760-05"
715,"57005553-43"
715,"57007692-05"
715,"53065024-43"
762,"57015932-CU"
762,"53095779-30"
762,"67040070-OR"
762,"53005749-08"
762,"67080550-07"
2981,"57015932-CU"
2981,"53003760-05"
2981,"57005553-43"
2981,"57007692-05"
2981,"53065024-43"
3315,"57015932-CU"
3315,"57005552-50"
3315,"67040070-OR"
3315,"57026708-05"
3315,"67080550-07"
3315,"57009027-30"
4399,"57015932-CU"
4399,"53021098-OR"
4399,"57075782-CG"
4399,"51065748-30"
4399,"57008629-14"
4399,"57029218-11"
5401,"57015932-CU"
5401,"57065943-99"
5401,"57047881-OR"
5401,"53020686-TM"
5401,"57047696-37"
6056,"57015932-CU"
6056,"53021099-OR"
6056,"53055731-09"
6056,"57075783-30"
6056,"53000591-TU"
6056,"57057696-08"
6765,"57015932-CU"
6765,"57075783-30"
6765,"57025909-32"
6765,"57024380-OR"
7764,"57015932-CU"
7764,"57085938-10"
7764,"67040070-OR"
7764,"57015550-50"
7764,"57097887-79"
2540,"57065904-99"
2540,"53021099-OR"
2540,"53095775-99"
2540,"57018256-99"
2570,"57065904-99"
2570,"53021099-OR"
2570,"53191158-OR"
2570,"57047652-OR"
2570,"53041096-OR"
3159,"57065904-99"
3159,"53021099-OR"
3159,"57075782-77"
3159,"53080547-TN"
3159,"53095751-99"
3159,"57007595-77"
4288,"57065904-99"
4288,"53095770-01"
4288,"53021098-OR"
4288,"57018258-02"
4288,"57027690-TM"
5385,"57065904-99"
5385,"57037879-OR"
5385,"57017891-05"
5385,"57047651-99"
5385,"53053768-99"
7331,"57065904-99"
7331,"53021099-OR"
7331,"57064001-02"
7331,"57095919-61"
7331,"53045770-99"
7331,"57088254-02"
7700,"57065904-99"
7700,"53095770-01"
7700,"53080670-99"
7700,"57037879-OR"
7700,"57018258-02"
7700,"57097699-TM"
108,"51070902-99"
108,"53093047-99"
108,"51023052-70"
108,"53020606-99"
108,"53103796-OR"
112,"51070902-99"
112,"51023711-99"
112,"53053785-08"
138,"51070902-99"
138,"57005952-PL"
138,"53080920-99"
138,"51025759-99"
138,"53053760-51"
2507,"51070902-99"
2507,"53013757-OR"
2507,"53080805-92"
2507,"53093787-OR"
2507,"53033768-OR"
2507,"53095022-47"
3128,"51070902-99"
3128,"57047881-OR"
3128,"57065939-99"
3128,"53005782-15"
3128,"57006313-99"
1087,"57075911-99"
1087,"53073754-OR"
1087,"53021098-OR"
1087,"53015772-30"
1087,"53023769-30"
4364,"57075911-99"
4364,"57037879-OR"
4364,"53003742-TO"
4364,"57057891-99"
4364,"57029027-49"
4659,"57075911-99"
4659,"53090636-99"
4659,"53025778-99"
4659,"53025023-TG"
4659,"57035916-99"
4787,"57075911-99"
4787,"53015772-30"
4787,"53110680-99"
4787,"57037882-90"
6128,"57075911-99"
6128,"57047881-OR"
6128,"53033761-99"
6128,"57009219-99"
6128,"57058259-99"
6802,"57075911-99"
6802,"53023772-99"
6802,"53041096-OR"
7626,"57075911-99"
7626,"51053704-99"
7626,"57095940-15"
48,"53020588-99"
48,"53073754-OR"
48,"51005744-79"
48,"51075736-79"
48,"53080778-99"
48,"57055921-02"
48,"53021099-OR"
422,"53020588-99"
422,"53073754-OR"
422,"51005744-79"
422,"51075736-79"
422,"53080778-99"
422,"57055921-02"
422,"53021099-OR"
612,"53020588-99"
612,"53020749-92"
612,"53000676-99"
612,"53050810-OR"
719,"53020588-99"
719,"53083725-01"
719,"53075776-CG"
719,"57064001-TM"
719,"53040541-TN"
719,"53003769-20"
768,"53020588-99"
768,"53063786-99"
768,"53021098-OR"
768,"53005745-96"
768,"53005768-99"
871,"53020588-99"
871,"53103805-OR"
871,"53073772-80"
871,"53020885-05"
871,"53013716-05"
958,"53020588-99"
958,"57005937-OR"
958,"53000591-01"
958,"53017026-05"
958,"57047651-99"
971,"53020588-99"
971,"53073754-OR"
971,"51053704-99"
971,"51033705-99"
971,"53090805-99"
979,"53020588-99"
979,"53103805-OR"
979,"53073772-80"
979,"51070902-02"
979,"53020604-02"
1082,"53020588-99"
1082,"53025031-05"
1082,"53021098-OR"
1082,"57015902-31"
1082,"53023755-52"
1121,"53020588-99"
1121,"53021099-OR"
1121,"53010582-TO"
1121,"53025741-52"
1121,"57037512-CG"
1124,"53020588-99"
1124,"53063786-99"
1124,"53021098-OR"
1124,"53025747-79"
1125,"53020588-99"
1125,"53021098-OR"
1125,"57015902-31"
1125,"53025747-99"
1150,"53020588-99"
1150,"53000759-99"
1150,"53045718-17"
1150,"53053031-43"
1150,"53030571-01"
1278,"53020588-99"
1278,"53083725-01"
1278,"57005952-PL"
1278,"53075776-CG"
1278,"57064001-TM"
1278,"53040541-TN"
1278,"53033709-03"
1355,"53020588-99"
